title_factor,artist_name_factor,max_duration
Beautiful World,Leigh Nash,239.72526
Never Ever (All Star Remix),All Saints,239.69914
All Else Is Hollow,Poisonblack,239.67302
Sailing Away,In This Moment,239.62077
The Girl Who Waves At Trains,The Lilac Time,239.59465
The Singer (Live from Radcliffe & Maconie Radio 2 Session),Teitur,239.59465
Beautiful Tango (Demo Version),Hindi Zahra,239.59465
La Duda Eterna,Café Quijano,239.56853
out OF my MIND,Vertigo Angels,239.5424
Baby Let's Twist,The Dictators,239.5424
Judgement Day,Son House,239.51628
Yeah_ Yeah_ Yeah (ThatÇs The Way It Goes),Micatone,239.51628
Take No Rogues,Seth Lakeman,239.49016
All You Gotta Do,John Forté,239.46404
A Perfect Day,Nuclear Blast Allstars,239.46404
Make It Look Good,Kid Carpet,239.46404
Chances (album version),Grade 8,239.41179
Freak it all Night,DJ Guy featuring DJ Knowledge,239.38567
Mud City,Trey Anastasio,239.38567
Better Day (Ghetto Girl),702,239.35955
Stand Up For Myself,Army Of Lovers,239.35955
Sometimes (Radio Edit),Brand New Heavies_ The,239.33342
Sharks,Cadence Weapon,239.33342
Ataegina,Moonspell,239.3073
I Recall The Telephone Booth,Joy Electric,239.3073
Montaña Rusa,Nosoträsh,239.25506
Let Me Out,Ben's Brother,239.25506
Ten Cent Blues (Album Version),Eisley,239.22893
Prescription Chemicals,Dan Brodie,239.20281
Hilarious Proof,Zykos,239.20281
Go Easy Little Doves_ I'll Be Fine,Brooke Waggoner,239.0722
Crunchy Granola Suite,Neil Diamond,239.0722
Eén Keer,Frank Boeijen Groep,239.0722
Soldier Girl,The Polyphonic Spree,239.0722
Back Again,16 Frames,239.04608
It Must Be Love,Madness,239.04608
Count Down,Patty Pravo,239.01995
Madame Geneva's,Mark Knopfler,238.99383
Ojos Así,Shakira,238.99383
Kojo No Tsuki,Scorpions,238.96771
Johnny Too Bad,John Martyn,238.96771
Overdose (Lady Radio Mix),Tomcraft,238.94159
Equilibrio Precario,Carmen Consoli,238.88934
Restos De Abril,Camila,238.86322
ROCKSTAR 101,Rihanna / Slash,238.86322
I Guess I'm Healed,Division of Laura Lee,238.8371
I Didn't Know,Jelly Roll Kings,238.78485
Un Ave Maria,Lara Fabian,238.73261
My Old Flame,Marlena Shaw,238.73261
My Old Flame,Spike Jones & His City Slickers,210.28526
Livets Källa,Pugh Rogefeldt,238.73261
One Heart Ain't Enough,Honeybrowne,238.70649
I Will,Billy Ray Cyrus,238.65424
N.R. Jize,Resin Dogs,238.57587
Um Homem Solitário,Skank,238.57587
1959,Patti Smith,238.57587
The seventh seven  ,Amsterdam Klezmer Band,238.54975
Higher Tides,40 Grit,238.54975
Carruseles,Sonora Carruseles,238.52363
El fantasma de Alicia,Jonston,238.49751
Néha,Magna Cum Laude,238.47138
Out Of The Void,Primal Scream,238.47138
No somos nada,Vilma Palma e Vampiros,238.41914
Kolay Degil,Sezen Aksu,238.41914
Dragonflies,Red House Painters,238.39302
I Feel Ya,Cyssero,238.36689
Stayed Away (LP Version),Da Youngsta's,238.34077
Respect Yourself,DJ Bobo,238.31465
Whispering Pines (2000 Digital Remaster),The Band,238.28853
Through The Transparent Partitions,S.U.P,238.28853
Te Recuerdo Amanda,Francesca Ancarola,238.21016
Meu Querer (Está Fraco&),Balla,238.21016
Gangster fantaisie,Billy Ze Kick et Les Gamins En Folie,238.18404
Highway To Heaven,The Dramatics,238.13179
(You Can't) Turn Back The Page,Procol Harum,238.13179
If You Asked Me To,Patti LaBelle,238.10567
Primary Color,Dynarec,238.10567
Superpalllo,Maija Vilkkumaa,238.07955
Hei Bai Zhao,Stephy Tang,238.05342
Been So Long,Vetiver,238.05342
Through Struggle,As I Lay Dying,238.05342
Reino Sin Ley,Sangre Azul,238.0273
Goccia,Cristina Donà,237.94893
Solitary Thinkin',Lee Ann Womack,237.94893
Amazing Grace,Chris Caffery,99.65669
Amazing Grace,Mavado,202.31791
Amazing Grace,Il Divo,237.92281
Liittymät Kiinni,Happoradio,237.92281
Nebbia,Nicola Arigliano,237.87057
Sound The Alarms,We Are The Arsenal,237.87057
Obscure pictures (Welcome Acid Kids Mix by Noisex),Funker Vogt,237.84444
Names Not Forgotten,Montt Mardie,237.84444
Das ultimative Lied,Rodgau Monotones,237.84444
I Keep Faith (Single Edit Version),Billy Bragg,237.81832
All The Cash,Evil Nine / El-P,237.81832
Sweet Heresy,Divinity Destroyed,237.7922
Folsom Prison Blues,Slim Harpo,237.7922
Love Or Empire,The So So Glos,237.71383
No Matter What,Sonya Kitchell,237.71383
Bin Waitin,The Slackers,237.68771
Fell On Bad Days,Rubyhorse,237.68771
Countdown,Def Squad / Jamal,237.5571
Turdera,Los Auténticos Decadentes,237.53098
PAIN MANAGEMENT,Diorama,237.50485
Temporalmente,Los Planetas,237.47873
The Road To Mandalay,Robbie Williams,237.47873
Draw The Line,Cascada,237.45261
They Don't Like That (Without Hidden Track) (Edited Album Version),Dem Franchize Boyz,237.42649
The Insomniac's Bed,Jansen/Barbieri,237.40036
Kuloodporny Ksiezyc,Big Cyc,237.40036
Diamonds In The Dark,Mystery Jets,237.37424
Danza Del Amor,Paul Cardall,237.37424
Manifestation,KATAKLYSM,237.34812
Os Pontos Nos Iis,Sérgio Godinho,237.34812
Side Show Blues,Todd Snider,237.34812
Games,Dorothy Ashby,237.322
Daddy In The Clouds,Tomas Bodin,237.29587
Killdergarten,Plastique Noir,237.29587
Pass You By,Gillian Welch,237.26975
Waste Of Space,Delays,237.26975
I'm A Star (Explicit) (Feat. Ruka Puff & Bigga Brown),Mack 10 Featuring Ruka Puff & Bigga Brown,237.19138
Don't Let It Get You Down,Mike Leon Grosch,237.19138
Lost,Star Off Machine,237.19138
A Siren,Colour Revolt,237.16526
Gangsta Lean (Gangstapella),D.R.S.,237.16526
None A Jah Jah children No Cry,Ras Michael and the Sons of Negus,237.16526
Body Snatcher,Billy Idol,237.06077
Take Me Out,Franz Ferdinand,237.03465
Rescue,Tides Of Man,237.00853
I'm For You,tobyMac,236.9824
I'm For You,Shakin' Stevens,163.68281
I Wish It Would Rain,Mayer Hawthorne,236.9824
Goodbye My Love Goodbye,Demis Roussos,236.90404
Pungjazz,Dance With A Stranger,236.87791000000001
Option For The Lonely,Beneath The Sky,236.87791000000001
Uh_ Zoom Zip,Soul Coughing,236.87791000000001
Onde Ir,Vanessa Da Mata,236.82567
I Swear We're Leaving,Jena Berlin,236.82567
Stranger In A Strange Land,U2,236.77342
Komm Rüber (Schattenland),Megaherz,236.7473
Oh Heart,Jill Barber,236.7473
Keep Hope Alive,Graham Coxon,236.7473
Ho'okipa,The Aqua Velvets,236.72118
Dirty Habits,Empty Trash,236.72118
When You Only Loved Me,Don Johnson,236.72118
Birdman Of Alcatraz,Rick Wakeman,236.72118
Sam Clemens,The Young Republic,236.66893
The Shooter,The Magic Numbers,236.66893
400 & 57,Pia Fraus,236.64281
Sirni volna jó,Zámbó Jimmy,236.64281
Je Te Retiens,Hélène Segara,236.64281
A Thousand Miles (Interlude),Vanessa Carlton,236.61669
Hit 'Em Up Style (Album Version),Carolina Chocolate Drops,236.59057
Blues Before Sunrise,Danny Bryant's RedEyeBand,236.53832
Warriors of the Wasteland,Frankie Goes To Hollywood,236.5122
La comentarista,Las Ketchup,236.48608
If It Rains,Meat Loaf,236.48608
Ten Years,Darius Rucker,236.45995
So Far Away,Carole King,236.45995
Triangular Hydrogen Strain,Drexciya,236.45995
Etoiles,Roedelius,236.45995
Lightning's Blues,John Gorka,236.43383
They Murdered The Clown,Graham Parker,236.43383
Sentimentale-moi,Plastic Bertrand,236.38159
Que tinguem sort,Lluis Llach,236.30322
Happy Birthday,Big Youth,236.2771
Por Telefono,Los Nemus del Pacifico,236.19873
Tu pastilla fue,Bersuit Vergarabat,236.14649
I Have Finally Found Somebody,Trinere,236.14649
Beautiful Night (Murk Album Version),Byron Stingily,236.14649
Body,Brooke Waggoner,236.14649
Sunrise (Explicit),Guerilla Black,236.14649
Promise the Moon,Dangerous Toys,236.09424
Someone Like You,Russell Watson / Faye Tozer / Steve Mac / Chris Laws / Fridrik Karlsson / Steve Pearce / Mae McKenna / London Session Orchestra,236.09424
You Do Love Me,A-Mei,236.042
Caribou,Sense Field,236.01587
fly,Jazzamor,235.96363
Memoir,End Of You,235.93751
Here Come Cowboys,The Psychedelic Furs,235.93751
All Time Love,Will Young,235.88526
When You Arrive,Joe 90,235.83302
Abandoned Luncheonette,Hall And Oates,235.83302
Unknown Entity,Sonic Syndicate,235.80689
Axe Of Men,Pop Will Eat Itself,235.78077
Henry (CD),The Cliks,235.78077
Something Like A Broken Heart,Hanna-McEuen,235.7024
Left The Room,P Money,235.67628
Decompose,The Honor System,235.67628
Playing With Matches,Carrie Newcomer,235.65016
Guys Like You Make Us Look Bad (Album Version),blessthefall,235.65016
Nice To Feel The Sun (Album Version),Earshot,235.62404
An Tagen wie diesen (Absturz City Rmx feat. O.O.D.),Fettes Brot,235.62404
Living In A Red Balloon,Banaroo,235.59791
Don Quixote,Pencey Prep,235.57179
The Nine-Headed,Skyforger,235.57179
There's A Key (Radio Version),2 Brothers On The 4th Floor,235.54567
Push Em Back,Young Buck,235.49342
Turnout,Garden Variety,235.38893
Momentum: Beatmart Remix,tobyMac,235.36281
Me ei olla teinejä enää,Pariisin Kevät,235.36281
What's Left Standing,Hot Rod Circuit,235.33669
Treat Me Like A Dog,The King Khan & BBQ Show,235.33669
Do What I Want,The Far East Movement,235.33669
A Chaos Day Chapter,The Peepshows,235.31057
If Kenneth Could Speak,The June Spirit,235.28444
Indigo Passion,Atlanta Rhythm Section,235.28444
Old Girl/Shining Star,Slum Village Featuring Melanie Rutherford,235.28444
Sorry Feat. Rafaqat Ali Khan,Rishi Rich,235.25832
Run By Night,Midnight Oil,235.20608
Alone In A Crowd (Album Version),Templars,235.17995
Juan Sabor,La Tropa F,235.17995
Down The Road,Skaos,235.15383
Don'T Want It Anymore,Vixen,235.15383
Mal de Karma,Once Tiros,235.12771
Hot Milk,Jackie Mittoo,235.10159
It's Enough,Jon Secada,235.07546
Auf Wiedersehen,Bettie Serveert,235.04934
Part Of Your Life,The Outfield,235.04934
Que Sera Sera,Valencia,235.02322
Time Will Do The Talking,Patty Griffin,235.02322
When I Fall In Love,Rick Astley,185.05098
When I Fall In Love,Lil' Suzy,234.9971
I'm Alive,The Hooters,234.9971
What It Is,U.S.D.A.,234.9971
Alpha du Centaure,Les Fragments de la Nuit,234.94485
Maare,Stoa,234.94485
Starstruck,Santigold,234.91873
Wes On Four,Jake Shimabukuro,234.91873
Show Me The Meaning Of Being Lonely,Backstreet Boys,234.89261
Take My Body,Rosanne Cash,234.89261
Tugboat (With Angel Corpus Christi),BMX Bandits,234.89261
Bichasniguz,Onyx,234.86649
Neckbelly,Sharon Shannon,234.84036
California Queen,Wolfmother,234.81424
Dream Beach,Michael Hedges,234.78812
N.T.,Q-Tip,234.78812
Helicopter (2001 Digital Remaster),XTC,234.78812
In Your Apartment,Charlotte Sometimes,234.78812
Sunface,Tanita Tikaram,234.78812
Rambla Mojada,Go Lem System,234.762
All Along,Blessid Union Of Souls,234.762
Stranger,Johnny Winter,234.73587
This Christmas,SWV,234.73587
Wanderlust,Mark Knopfler,234.73587
Guantanamo,Julien Lourau,234.70975
Squanderer,Shriekback,234.68363
Cicily,Ballboy,234.68363
Late Model Sedan,Masta Ace Incorporated,234.65751
MBD Skit Part 4,St. Lunatics,234.63138
Temperamental (Hex Hector/Mac Quayle Remix) (Edit),Everything But The Girl,234.63138
The Man,Everton Blender,234.63138
Black keyboard,XIU XIU,234.60526
Price Of Fame,Submersed,234.57914
California Man,Cheap Trick,234.55302
Keep On Travellin',Nazareth,234.50077
I'm Comin',Will Smith Featuring Trã-Knox,234.50077
Siempre Que Quiera,Muchachito Bombo Infierno,234.50077
Hope Song (Album Version),Rock Kills Kid,234.50077
You've Got Me Running,Shalamar,234.50077
Niña Candela,Manolo Garcia,234.47465
's Nachts Wanneer Ik Waak,Frank Boeijen Groep,234.47465
Last Bus To Madison,Diesel Park West,234.47465
Reach (Dancing Divaz Radio Mix),Judy Cheeks,234.47465
Fiction,Inhale Exhale,234.47465
Everybody Knows You Cried Last Night,The Fratellis,234.4224
Right Side Of The Bed,Atreyu,234.39628
Disturbia,Rihanna,234.39628
Only For Love,Limahl,234.37016
Under The Wire,Carbon Leaf,234.37016
This Place is a Prison (Album),Postal Service,234.37016
Samurai,Shurik'n,234.34404
Arc Of Time (time Code) (Album Version),Bright Eyes,234.34404
Hallelujah II (guest vocals by M. Ward),The Court & Spark,234.34404
Everything Was White (Summer Of Darkness Album Version),Demon Hunter,234.34404
Nadie Diferente,Niños Mutantes,234.29179
Comernos,Los Piratas,234.26567
Blood and Peanut Butter,B.C. Camplight,234.23955
Alcohaulin' Ass,HELLYEAH,234.1873
Pom Poms,Scout Niblett,234.1873
Sin Manos,Maga,234.1873
So ist das nun mal,Andreas Dorau,234.16118
Lady Evil,Black Sabbath,234.16118
Freunde bleiben,Revolverheld,234.13506
Radio Free Europe,R.E.M.,234.10893
By The Bed,Phantom Planet,234.08281
More Than Words,Westlife,234.05669
In The Countryside,Liv Marit Wedvik,234.05669
Lop Mo Deure,'t Hof Van Commerce,234.00444
Tänd Ett Ljus,Per Gessle,234.00444
Full Moon (Cutfather & Joe REMIX- MAIN ),Brandy,233.97832
I Knew The Bride (When She Use To Rock n Roll),Eleanor McEvoy,233.97832
Do The Choo Choo,Baumer,233.9522
Always On The Telephone,The Ladybug Transistor,233.9522
Queen And Country,Anti-Nowhere League,233.9522
Never More (Than Just Enough),Two Lone Swordsmen,233.89995
The Nowhere Man,The Veils,233.87383
Behold,Count Zero,233.84771
Afterglow,Vanessa Carlton,233.84771
Voy A Quitarme el Anillo (Versión Merengue),Gisselle,233.82159
Drumming Man,Guru Guru,233.82159
Goodbye Rose Garden,Eastern Lane,233.79546
Starter,The Cardigans,233.79546
Dos Veces,Pasion Vega,233.79546
Let It Be True,Andy Yorke,233.79546
POV,McFly,233.76934
Dream Here (With Me),Oomph! feat. Marta Jandová,233.76934
A Thousand Stars,Big Country,233.66485
That's Real,Mary Chapin Carpenter,233.66485
Feel It,Jakalope,233.63873
20/20,The O.C. Supertones,233.58649
Queen Jane,Kingmaker,233.58649
Super Sex (Album Version),Morphine,233.53424
Big Exit,PJ Harvey,233.53424
I Wish I Knew,Red Garland,233.50812
Faded,Sommerset,233.482
I Never Loved You Anyway ( LP Version ),The Corrs,233.45587
I Can'T Put My Arms Around A Memory,Lonesome Standard Time,233.40363
How Lucky I Am,Emerson Drive,233.40363
Send Me Energy,Gowan,233.40363
Phantom Rider,Lions Share,233.40363
Denial of the Right to Dream,Cathal Coughlan,233.37751
Lovers Of The Flame,Jim Chappell,233.37751
Rebirthing (Album Version),Skillet,233.32526
Attention Stockholm,Virna Lindt,233.32526
The Battery,Boys Noize,233.32526
Zingiber,The Nels Cline Singers,233.32526
Oh No! It's Happening Again,Pelle Carlberg,233.27302
Strawberry Town,Nancy Kerr & James Fagan,233.27302
Paralysis,love like blood,233.19465
Too Bad,Jack Radics,233.19465
Giant Steps,Toots Thielemans,233.16853
Abriendo Puertas (Opening Doors),Gloria Estefan,233.16853
The Way We Make A Broken Heart,Rosanne Cash,233.1424
Ritornerò,Max Pezzali,233.1424
Sally Wants To Be A Surgeon,Funki Porcini,233.1424
Monymusk Lads,Old Blind Dogs,233.1424
See See Rider,Elvis Presley,233.1424
Look Into My Eyes,Outlandish,213.21098
Look Into My Eyes,Defari,233.11628
My Name [Scorcher Remix],McLean,233.11628
Come On Home,Jesus Jones,233.11628
The Rocky Road To Dublin,Damien Dempsey,233.11628
Whatever U Like,Nicole Scherzinger / T.I.,233.09016
Victory,Kool & The Gang,233.09016
Elddon,Patrik Isaksson,233.01179
The Ghetto,Beanie Sigel,233.01179
Trollmelody,Adorned Brood,233.01179
La fine di Pierrot,Bandabardo',232.98567
Lets Get Clinical,Maximo Park,232.98567
Palabras Del Corazón,Franco De Vita,232.93342
Something's Falling Apart,Winter Took His Life,232.9073
Let Them Talk,Chezidek,232.9073
Sirkus,Maija Vilkkumaa,232.88118
Pagu,Maria Rita,232.88118
Arvaamatta tuuli kääntyy vastaan,Juha Tapio,232.85506
Sentencia,Alberto Plaza,232.85506
Rules,Wu-Tang Clan,232.82893
La Silente Riva,Emma Shapplin,232.82893
Connection 17 (Album Version),Lisahall,232.80281
Sick,His Name Is Alive,232.80281
Spoiled,The Main Ingredient,232.80281
Darkside,Crazy Town,232.77669
Company,Third Eye Blind,232.77669
Nem az a lényeg,Zanzibar,232.77669
London Fantasy,Nolwenn Leroy,232.77669
Hmfic,Dick Dale,232.75057
My Euphoria,Laaz Rockit,232.75057
To Human Form,Autistici,232.72444
Love Is The Price,DJ Bobo,232.72444
I'm Innocent (Album Version),Murs,232.69832
As Seen IN 822 A.D.,Anubian Lights,232.69832
Doodle Loop (The World Is A Little Bit Under The Weather),The Meters,232.6722
37mm,AFI,232.6722
Every Week Ends,Cale Parks,232.6722
End Of Ice - Warriorqueen,Dark At Dawn,232.61995
Salad Forest,All Natural Lemon & Lime Flavors,232.61995
Haughs Of Cromdale,Fiddler's Green,232.61995
13 Above The Night (Album Version),My Life With The Thrill Kill Kult,232.59383
Emma,Hot Chocolate,232.59383
Your Mistake,Melanie C,232.54159
The Whistle Test,Boat,232.54159
You_ Me and The Significant Others,From First to Last,232.54159
Willkommen Im Leben,Hubert Kah,232.51546
Lookin' Through The Windows,Jackson 5,232.48934
The Ghost (Marcus Garvey),Burning Spear,232.48934
Tule lähemmäs,Juliet Jonesin Sydan,232.48934
Le Brun et le Blond,Martha Wainwright,232.48934
Donna Mill (Take 3),J.B. Hutto,232.4371
True Spirit (K-klassic Mix),Carleen Anderson,232.4371
Monotonia,Guillemots,232.41098
Flowtation,Vincent De Moor,232.38485
Bullet (Album Version),Superheist,232.38485
The Icy Flow Of Death,Paths Of Possession,232.35873
Bluejay,Bif Naked,232.35873
It Was,Chely Wright,232.33261
On The Road Again,Bernard Lavilliers,232.28036
On The Road Again,Memphis Jug Band,170.97098
I Can See Through Orange,The Dolly Rocker Movement,232.25424
Modern Woman,Billy Joel,232.25424
Watching You,Ayo,232.22812
WMDS,Scientist,232.202
Mi Puerto Rico,Aventura,232.09751
Run With Me Tonight,The Makers,232.09751
Hollywood,Saliva,232.09751
The Water Under The Moon,A Hawk And A Hacksaw,232.07138
Prisoners (Album Version),The Rain Parade,232.07138
Rubber Universe,Alan Parsons,232.01914
Garbo,Falco,231.99302
Shilo,Neil Diamond,231.99302
Better Off As 2,Frankmusik,231.99302
Reborn Again,Devanic,231.96689
Shoot Myself,Venetian Snares,231.94077
Milkman's Son,Ugly Kid Joe,231.94077
Got to Give you Up,Tanita Tikaram,231.91465
Only Love (LP Version),k.d. lang,231.91465
Todo Era Un Sueño,La Hungara,231.88853
Piano Man,Brandy,231.88853
Cubicles,My Chemical Romance,231.8624
Ain't No Foolin',Randy Crawford,231.8624
O Dessverre,Skambankt,231.8624
Que Voy A Hacer Sin Ti,Pablo Montero,231.83628
Hard Times,Patrick Wolf,231.83628
Nada te Faltará,Ana Carolina,231.81016
Kali Yuga,Experimental Aircraft,231.78404
Addicted To Bass (Apollo 440 Mix),Puretone,231.75791
Luminous,Vorpal,231.73179
Conveyer,Machinae Supremacy,231.73179
Solidão Que Nada,Cazuza,231.70567
Sweet Talk,Spank Rock,231.70567
Hymne To Doeden,Carpathian Forest,231.67955
Avec Toi,Modern Talking,231.65342
Obsolete (Album Version),Fear Factory,231.65342
Think About You,Guns N' Roses,231.65342
Theme From Il Postino,Yellowjackets,231.65342
Nos amis,3 Gars Su'l Sofa,231.65342
Goodnight Song,Down By Law,231.6273
Airplay,Jeru The Damaja,231.60118
Sacrificial Suicide (Live) (Album Version),Deicide,231.60118
XOXO,Raheem Devaughn,231.57506
Bam Bam,Pliers,231.57506
Guardian Angel,Novaspace,231.54893
Throw It In The Bag,Fabolous / The-Dream,231.54893
Nothing To Show,Dolores Keane,231.52281
King Of The Mountain,Midnight Oil,231.49669
Punglistic hangar 18 (mix),La Phaze,231.49669
Elongated Sporadic Bursts,MNEMIC,231.47057
Havanna Sex Dwarf,Booka Shade,231.47057
My Purple Past,Deerhoof,231.44444
Anyway You Look At It,The Emotions,231.3922
What We Are (Single),Jonatha Brooke,231.3922
The Truth About Cats and Dogs (Is That They Die),Pony Up!,231.3922
Living In The Country,Leo Kottke & Mike Gordon,231.36608
A Reason (To Hate Me),Dekad,231.36608
The Black Cat ('03 Mix) (new version),London After Midnight,231.33995
Knee Deep In Sky High,Andy McCoy,231.31383
The Lost Girl,Anonymous 4,231.28771
Nothin',Rowland S Howard,231.28771
On The Street's I Ran,Morrissey,231.26159
Sunshine,The Old Haunts,231.26159
La fiera dei sogni (live),Cesare Cremonini,231.26159
Comb Your Hair,The Boo Radleys,231.26159
It's Lonely Out Here,Susanna Hoffs,231.20934
Kill The Light,Mustasch,231.18322
Liian kauan,Maija Vilkkumaa,231.1571
Turczynski,Voo Voo,231.10485
I Was Made,Foy Vance,231.10485
Western Sky,Mark Eitzel,231.07873
Girl With A Gun,Northern Lite,231.07873
Point Of No Return,Status Quo,231.05261
Ice Ice Baby (Radio Edit),Vanilla Ice,231.02649
Dark Endless,Marduk,231.00036
Chlore,Pascal Obispo,231.00036
Daily Routine,B-Legit,230.97424
The Death Of Girl Number Two (Album Version),Say Hi To Your Mom,230.97424
La Tempete,Tara MacLean,230.94812
Belief (Hopeless remix),Mind:State,230.94812
Whip,Juri Gagarin,230.94812
Without You (Desde El Dia Que Te Fuiste),Il Divo,230.94812
Lazy,Kim Fox,230.922
La Fabulosa,The Latin Brothers,230.89587
Fantastisch Automatisch,Mediengruppe Telekommander,230.89587
Ouvi Dizer,Ornatos Violeta,230.86975
Obsession,Siouxsie And The Banshees,230.84363
Every Moment,Jet Black Stare,230.84363
On Hait,Le Rat Luciano,230.84363
Angelique,Daniel Lemma,230.81751
Goin' Out Of My Head,The 5th Dimension,230.79138
Det Hev Ei Rose Sprunge,Jahn Teigen,230.76526
Linda lou,Mike Bloomfield,230.76526
Bie Guan Ta,Sammi Cheng,230.76526
Notorious,Lizzy Borden,230.76526
America (Revised Live Version),Josh Groban,230.76526
Blue Painting,Maria Solheim,230.71302
Subconscious-Lee,Lennie Tristano,230.71302
Energy,Lisa Germano,230.68689
It Never Rains In Southern California,Albert Hammond,230.68689
Summer In The City (Album Version),Regina Spektor,230.66077
Faust,Gorillaz,230.66077
Sea Song,Tears For Fears,230.63465
Yesterdays To Come,The Shortwave Set,230.63465
Hall A Joe,Gina V. D'Orio,230.60853
I Don't Need You Anymore,Atomic Rooster,230.60853
Near To Me,Larue,230.60853
The Lost Files,Jeckyll & Hyde,230.5824
Conmigo Olvidarás,Obk,230.5824
Wrap Around The World (Album Version),Cowboy Troy,230.5824
Independence,On Thorns I Lay,230.5824
You Sure Know How To Love Your Man,Willie Hutch,230.55628
Something Global,Fight Like Apes,230.53016
Goodnight,The Manhattan Transfer,230.47791
Goodnight,The Whitest Kids U' Know,56.45016
Malibu,Hole,230.45179
Malibu,Hans Zimmer,196.38812
A Single Moment Of Sincerity (feat. NO),Asking Alexandria,230.42567
Thought Vs. Action,Deep Puddle Dynamics,230.37342
Lola,Rüdiger Hoffmann,230.3473
Clowne Towne,XIU XIU,230.3473
Club Boy At Sea,Nick Heyward,230.32118
Turn Me Loose,Young Divas featuring Savage,230.32118
It's You (Short And Sweet),EMF,230.29506
Human monster,Hacride,230.29506
Birthday Weekend,Antifreeze,230.29506
Lights In This Town,Take It Back!,230.29506
High On Life,DJ Encore / Engelina,230.24281
Something In The Air,Tom Petty And The Heartbreakers,230.24281
Who Says You Can't Go Home,Bon Jovi / Jennifer Nettles,230.24281
Chrome Division,Chrome Division,230.19057
På Flukt,Bjørn Eidsvåg,230.19057
Distante,Neffa,230.19057
Back Where We Belong,The Last Goodnight,230.16444
Over And Over,The Jon Spencer Blues Explosion,230.16444
Invisible,Kidz Bop Kids,230.16444
We Cannot Move (Goa 2000),Kingston Wall,230.08608
Number One,Ohrbooten,230.08608
Number One,Skye Sweetnam,165.40689
Bad Night At The Whiskey,The Byrds,230.08608
HELLBOUND,HEATHEN,230.08608
Vitamina,Sonora Carruseles,230.00771
Open Your Eyes (Explicit LP Version),Staind,230.00771
That Girl,McFly,212.1922
That Girl,Yellowman,229.98159
Silico,Treponem Pal,229.92934
Te Quiero,Jose Luis Perales,229.92934
Champagne Sax,Dean Fraser,229.92934
Friday The 13th,Tommy Flanagan,229.90322
Talkin' All That Jazz (Dominoes Vocal Remix By Daddy-O),Stetsasonic,229.90322
Esta Locura,Skizoo,229.8771
Tango del mare,Quadro Nuevo,229.8771
into the wild,Ghost Of Tom Joad,229.85098
You Need A Hug,The Ataris,229.82485
Got To Get Away,The Gap Band,229.82485
Something To Remember Me By,Steve Wynn,229.82485
White Wall,Mando Diao,229.82485
Tantrum,Whitey,229.74649
What U Do 2 Me,Boomkat,229.72036
Sing sing,Thierry Hazard,229.69424
Diamant,Andy Yorke,229.69424
The Hard Way (Album Version),Faith Hill,229.69424
Upsetters Dream,Sound Dimension,229.642
Foreign Bedrooms (Album Version),Matt Pond PA,229.61587
The Biggest Lie,SINNER,229.61587
Damage Is The Devil's Deed,Mani Spinx,229.56363
Honey Drops,Andreas Johnson,229.53751
Lukas,Natalie Imbruglia,229.48526
Sera,Carlos Ponce,229.48526
My Tone,Bubba Sparxxx,229.48526
This Ride,Mike Leon Grosch,229.43302
I Samma Bil,Bo Kaspers Orkester,229.40689
Last Time,Men Of Standard,229.38077
Piece By Piece,Feeder,229.38077
Piece By Piece,Marcia Griffiths,209.81506
Little Bombs,Aimee Mann,229.38077
Solioquy,Alex North_ Jerry Goldsmith_ The National Philharmonic Orchestra,229.35465
Devils Painted Red,Golden Bear,229.35465
Keys To Your Heart,John Waite,229.35465
Next To Godliness,Light This City,229.35465
(This Could Be) The Last Time,Squeeze,229.32853
Ula ulala,Haustor,229.32853
Feed,Mission Of Burma,229.3024
Coconut Jelly,Mad Professor,229.27628
Hot Shot,Shaggy,229.22404
Emma J,Brendan Benson,229.14567
21st Century Toy,Electronicat,229.14567
I Shall Be A Ditchdigger,The Wave Pictures,229.14567
Share Your Love,Susan Tedeschi,229.14567
Muchachos Esta Noche Me Emborracho,La Mosca Tse-Tse,229.11955
Testify [Alternative Version],Switches,229.0673
Set It Off (Feat. Beans),Evil Nine,229.04118
The Darkest Place I Know,The Leisure Society,229.04118
17,X-Press 2,229.04118
Criminal,Big B,229.04118
Surviving The Life,Neil Diamond,229.01506
Old Gopher (1999 Digital Remaster),The Edgar Broughton Band,228.98893
Krak-Down,GWAR,228.98893
Je te Souhaite,Natasha St-Pier,228.98893
Failure,My Fate,228.93669
Tellement,Gérald de Palmas,228.93669
Hit The Disco (Mc Enuff Mix),Steinski,228.85832
Blood Of The Rose,The Dear Hunter,228.85832
Black Balloon,The Kills,228.85832
Tears Of Blood,Hello Sailor,228.75383
Jah New Love,Glen Washington,228.75383
So Much For Pathos,Moi Caprice,228.72771
Don't It Look Like Rain,Jason Molina,228.70159
Not With You,Jamelia,228.67546
Iron Maiden,Paul Dianno,228.64934
Only Superstition,Coldplay,228.62322
Nada se compara a ti,Carlos Baute,228.51873
Ezekiel Saw the Wheel,A La Carte Brass & Percussion,228.51873
I Will Survive,Lonnie Gordon,228.49261
Put Your Hand In The Hand (Single/LP Version),Donny Hathaway,228.44036
Danny,Patty Larkin,228.44036
The Power,SNAP!,228.41424
Konsten att vara vacker,Tommy Körberg,228.41424
Hey John_ What's Your Name Again? (Album Version),The Devil Wears Prada,228.38812
Grey Odyssey,Optical,228.38812
Three Pilots,üNN,228.38812
